ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Bryce Young,24,QB,11,11,6-5-0,215,343,62.7,2131,15,4.4,9,2.6,113,44.9,54,6.2,5.91,9.9,193.7,83.8,42.8,20,150,5.51,5.46,5.17,3,4,
2,Andy Dalton,38,QB,4,1,0-1-0,25,37,67.6,293,1,2.7,1,2.7,17,46.7,33,7.9,7.24,11.7,73.3,89.1,11.0,8,54,17.78,5.31,4.76,0,0,
