header_empty_0,header_fg1,header_fg2,header_fg3,header_fg4,header_fg5,block_auto_header_Scoring,header_kickoffs,ranker,name_display,age,pos,games,games_started,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_pct,xpa
1,Ryan Fitzgerald,25,K,12,0,0,0,5,5,7,6,6,5,4,2,22,18,57,81.8,19,16,84.2,49,2909,8,16.3,59,
2,Sam Martin,35,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,22,0,0.0,11,
