header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Natrone Brooks,26,CB,11,1,0,0,0,0,,15,288,0,26,19.2,288,
2,Mike Ford,30,CB,11,0,1,0,0,0,0.0,0,0,0,0,,0,
3,DeAundre Alford,28,CB,10,5,0,0,0,0,,1,21,0,21,21.0,23,
4,Jamal Agnew,30,WR,9,0,11,101,0,17,9.2,28,699,0,45,25.0,800,
5,Nathan Carter,23,RB,4,0,0,0,0,0,,1,-1,0,-1,-1.0,59,
6,Ray-Ray McCloud,29,WR,4,1,2,0,0,0,0.0,4,91,0,30,22.8,155,
7,Dylan Drummond,25,WR,3,0,0,0,0,0,,1,25,0,25,25.0,43,
8,Deven Thompkins,26,WR,1,0,0,0,0,0,,1,16,0,16,16.0,16,
