ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Carson Wentz,33,QB,5,5,2-3-0,110,169,65.1,1216,6,3.6,5,3.0,58,45.2,81,7.2,6.57,11.1,243.2,85.8,43.2,19,125,10.11,5.80,5.24,1,1,
2,J.J. McCarthy,22,QB,6,6,2-4-0,86,159,54.1,929,6,3.8,10,6.3,42,36.3,62,5.8,3.77,10.8,154.8,57.9,24.8,20,112,11.17,4.56,2.72,1,1,
3,Max Brosmer,24,QB,4,0,,5,8,62.5,42,0,0.0,0,0.0,2,37.5,20,5.3,5.25,8.4,10.5,76.0,18.8,0,0,0.00,5.25,5.25,0,0,
4,Cam Akers,26,RB,3,0,,1,1,100.0,32,1,100.0,0,0.0,1,100.0,32,32.0,52.00,32.0,10.7,158.3,100.0,0,0,0.00,32.00,52.00,0,0,
