header_empty_0,header_fg1,header_fg2,header_fg3,header_fg4,header_fg5,block_auto_header_Scoring,header_kickoffs,ranker,name_display,age,pos,games,games_started,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_pct,xpa
1,Nick Folk,41,K,11,0,0,0,4,4,5,5,6,6,5,5,20,20,58,100.0,15,15,100.0,29,1601,6,20.7,55,
2,Austin McNamara,24,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,22,1352,3,13.6,62,
