header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Romeo Doubs,25,WR,11,11,13,85,0,16,6.5,0,0,0,0,,607,
2,Keisean Nixon,28,CB,11,11,3,3,0,3,1.0,0,0,0,0,,25,
3,Savion Williams,24,WR,11,0,0,0,0,0,,25,640,0,36,25.6,746,
4,Emanuel Wilson,26,RB,11,1,0,0,0,0,,1,27,0,27,27.0,441,
5,Bo Melton,26,CB,10,0,0,0,0,0,,9,218,0,36,24.2,266,
6,Matthew Golden,22,WR,9,4,6,28,0,11,4.7,0,0,0,0,,359,
7,Jayden Reed,25,WR,2,1,2,21,0,20,10.5,0,0,0,0,,66,
