header_empty_0,header_fg1,header_fg2,header_fg3,header_fg4,header_fg5,block_auto_header_Scoring,header_kickoffs,ranker,name_display,age,pos,games,games_started,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_pct,xpa
1,Brandon McManus,34,K,8,0,0,0,4,4,6,6,6,2,4,2,20,14,56,70.0,19,18,94.7,40,2523,9,22.5,63,
2,Lucas Havrisik,26,K,3,0,0,0,0,0,2,2,1,1,1,1,4,4,61,100.0,9,7,77.8,16,1005,5,31.3,63,
