ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Dak Prescott,32,QB,11,11,5-5-1,276,398,69.3,2941,23,5.8,7,1.8,146,49.4,74,7.4,7.75,10.7,267.4,102.6,74.0,17,105,4.10,6.83,7.18,3,2,
2,Joe Milton,25,QB,2,0,,6,9,66.7,99,1,11.1,1,11.1,5,66.7,35,11.0,8.22,16.5,49.5,100.9,92.1,0,0,0.00,11.00,8.22,0,0,
