ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Spencer Rattler,25,QB,8,8,1-7-0,174,256,68.0,1586,8,3.1,5,2.0,74,43.4,87,6.2,5.94,9.1,198.3,86.8,49.8,18,104,6.57,5.41,5.17,0,0,
2,Tyler Shough,26,QB,5,3,1-2-0,81,126,64.3,829,3,2.4,3,2.4,35,39.7,62,6.6,5.98,10.2,165.8,81.1,41.3,10,72,7.35,5.57,5.01,0,0,
3,Taysom Hill,35,TE,7,1,,1,5,20.0,19,0,0.0,0,0.0,1,20.0,19,3.8,3.80,19.0,2.7,42.9,29.6,0,0,0.00,3.80,3.80,0,0,
4,Chris Olave,25,WR,11,11,,0,1,0.0,0,0,0.0,1,100.0,0,,,0.0,-45.00,,0.0,0.0,0.0,0,0,0.00,0.00,-45.00,0,0,
