header_empty_0,header_fg1,header_fg2,header_fg3,header_fg4,header_fg5,block_auto_header_Scoring,header_kickoffs,ranker,name_display,age,pos,games,games_started,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_pct,xpa
1,Joey Slye,29,K,10,0,0,0,2,2,5,5,8,6,10,7,25,20,57,80.0,14,13,92.9,40,2427,12,30.0,61,
2,Matthew Wright,29,K,1,0,0,0,0,0,0,0,1,1,0,0,1,1,46,100.0,1,1,100.0,2,128,0,0.0,64,
3,Johnny Hekker,35,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,23,0,0.0,8,
