header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Gunner Olszewski,29,WR,12,0,19,166,0,21,8.7,20,557,0,37,27.9,747,
2,Wan'Dale Robinson,24,WR,12,11,0,0,0,0,,2,41,0,21,20.5,837,
3,Devin Singletary,28,RB,12,1,0,0,0,0,,9,238,0,33,26.4,568,
4,Deonte Banks,24,CB,11,4,0,0,0,0,,9,276,0,46,30.7,276,
5,Tyrone Tracy Jr.,26,RB,10,6,0,0,0,0,,5,132,0,30,26.4,736,
6,Jalin Hyatt,24,WR,7,0,0,0,0,0,,4,111,0,33,27.8,146,
7,Eric Gray,26,RB,1,0,0,0,0,0,,2,41,0,26,20.5,41,
