header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Kameron Johnson,23,WR,11,0,18,234,0,54,13.0,16,394,0,33,24.6,705,
2,Sean Tucker,24,RB,11,0,0,0,0,0,,19,462,0,35,24.3,773,
3,Josh Williams,25,RB,3,0,0,0,0,0,,5,129,0,28,25.8,140,
4,Owen Wright,26,RB,3,0,0,0,0,0,,3,73,0,28,24.3,79,
