ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Baker Mayfield,30,QB,11,11,6-5-0,225,359,62.7,2406,18,5.0,5,1.4,109,41.2,77,6.7,7.08,10.7,218.7,93.1,60.9,22,155,5.77,5.91,6.26,4,4,
2,Teddy Bridgewater,33,QB,4,0,,8,15,53.3,62,0,0.0,0,0.0,2,17.6,32,4.1,4.13,7.8,15.5,63.7,9.6,2,21,11.76,2.41,2.41,0,0,
