ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Bo Nix,25,QB,11,11,9-2-0,237,387,61.2,2421,18,4.7,8,2.1,118,43.4,52,6.3,6.26,10.2,220.1,86.1,53.5,12,73,3.01,5.88,5.88,5,5,
2,RJ Harvey,24,RB,11,2,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,21.8,0,0,0.00,0.00,0.00,0,0,
3,Courtland Sutton,30,WR,11,11,,0,0,,0,0,,0,,0,,,,,,0.0,,0.0,1,5,100.00,-5.00,-5.00,0,0,
