ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Drake Maye,23,QB,12,12,10-2-0,252,355,71.0,3130,21,5.9,6,1.7,144,51.8,72,8.8,9.24,12.4,260.8,110.7,72.7,37,172,9.44,7.55,7.93,0,1,
2,Joshua Dobbs,30,QB,2,0,,1,2,50.0,12,0,0.0,0,0.0,1,50.0,12,6.0,6.00,12.0,6.0,68.7,99.9,0,0,0.00,6.00,6.00,0,0,
