header_empty_0,header_fg1,header_fg2,header_fg3,header_fg4,header_fg5,block_auto_header_Scoring,header_kickoffs,ranker,name_display,age,pos,games,games_started,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_pct,xpa
1,Jake Elliott,30,K,11,0,0,0,1,1,4,4,4,3,5,3,14,11,58,78.6,30,30,100.0,52,3100,7,13.5,60,
