header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Jahan Dotson,25,WR,11,5,5,48,0,15,9.6,0,0,0,0,,242,
2,Tank Bigsby,24,RB,10,0,0,0,0,0,,9,187,0,31,20.8,350,
3,Will Shipley,23,RB,9,0,0,0,0,0,,17,473,0,41,27.8,546,
4,John Metchie,25,WR,7,0,0,0,0,0,,7,120,0,26,17.1,138,
5,AJ Dillon,27,RB,6,0,0,0,0,0,,2,25,0,25,12.5,103,
6,Xavier Gipson,24,WR,5,0,6,67,0,18,11.2,7,177,0,37,25.3,250,
