ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Jayden Daniels,25,QB,6,6,2-4-0,105,168,62.5,1184,8,4.8,2,1.2,55,46.5,50,7.0,7.46,11.3,197.3,94.4,51.2,17,78,9.19,5.98,6.36,0,0,
2,Marcus Mariota,32,QB,7,5,1-4-0,92,140,65.7,1065,7,5.0,5,3.6,45,46.0,56,7.6,7.00,11.6,152.1,90.3,58.8,10,63,6.67,6.68,6.11,0,0,
