header_empty_0,header_fg1,header_fg2,header_fg3,header_fg4,header_fg5,block_auto_header_Scoring,header_kickoffs,ranker,name_display,age,pos,games,games_started,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_pct,xpa
1,Matt Prater,41,K,11,0,0,0,2,2,7,6,6,6,2,1,17,15,52,88.2,34,32,94.1,62,3803,8,12.9,61,
2,Ray Davis,26,RB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,7,0,0.0,7,
