ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Josh Allen,29,QB,11,11,7-4-0,228,327,69.7,2709,18,5.5,9,2.8,127,49.3,54,8.3,8.15,11.9,246.3,101.6,58.1,28,182,7.89,7.12,6.99,2,3,
2,Mitchell Trubisky,31,QB,3,0,,3,6,50.0,54,0,0.0,0,0.0,3,50.0,32,9.0,9.00,18.0,18.0,81.2,96.0,0,0,0.00,9.00,9.00,0,0,
