header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Ray Davis,26,RB,11,0,0,0,0,0,,14,482,1,97,34.4,544,
2,Ty Johnson,28,RB,11,0,0,0,0,0,,8,173,0,31,21.6,424,
3,Khalil Shakir,25,WR,11,7,10,50,0,11,5.0,0,0,0,0,,619,
4,Keon Coleman,22,WR,9,6,1,6,0,6,6.0,0,0,0,0,,336,
5,Curtis Samuel,29,WR,6,0,0,0,0,0,,9,223,0,31,24.8,304,
6,Brandon Codrington,25,CB,4,0,10,58,0,15,5.8,14,375,0,41,26.8,433,
7,Mecole Hardman,27,WR,1,0,1,0,0,0,0.0,1,61,0,61,61.0,61,
