ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Geno Smith,35,QB,11,11,2-9-0,235,353,66.6,2367,13,3.7,13,3.7,116,44.9,61,6.7,5.78,10.1,215.2,82.4,29.3,41,291,10.41,5.27,4.44,0,0,
2,Kenny Pickett,27,QB,2,0,,2,3,66.7,8,0,0.0,0,0.0,0,33.3,7,2.7,2.67,4.0,4.0,70.1,0.5,0,0,0.00,2.67,2.67,0,0,
