ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Aaron Rodgers,42,QB,10,10,6-4-0,192,289,66.4,1969,19,6.6,7,2.4,84,43.5,80,6.8,7.04,10.3,196.9,97.7,43.8,19,121,6.17,6.00,6.21,1,2,
2,Mason Rudolph,30,QB,4,1,0-1-0,38,49,77.6,310,2,4.1,1,2.0,17,52.9,28,6.3,6.22,8.2,77.5,98.1,46.5,2,12,3.92,5.84,5.75,0,0,
