header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Kenneth Gainwell,26,RB,11,2,0,0,0,0,,18,434,0,36,24.1,1004,
2,Calvin Austin III,26,WR,9,7,6,48,0,12,8.0,0,0,0,0,,326,
3,Kaleb Johnson,22,RB,7,0,0,0,0,0,,8,190,0,29,23.8,257,
4,Ke'Shawn Williams,24,WR,7,0,11,112,0,17,10.2,14,336,0,37,24.0,448,
5,Trey Sermon,26,RB,4,0,0,0,0,0,,2,51,0,26,25.5,51,
6,D'Shawn Jamison,26,CB,1,0,0,0,0,0,,1,20,0,20,20.0,20,
