header_empty_0,header_fg1,header_fg2,header_fg3,header_fg4,header_fg5,block_auto_header_Scoring,header_kickoffs,ranker,name_display,age,pos,games,games_started,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_pct,xpa
1,Andre Szmyt,27,K,11,0,0,0,2,2,9,8,4,3,4,3,19,16,55,84.2,19,18,94.7,44,2625,5,11.4,60,
2,Corey Bojorquez,29,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,9,0,0.0,9,
