header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Jerome Ford,26,RB,11,0,0,0,0,0,,8,181,0,26,22.6,330,
2,Dylan Sampson,21,RB,11,1,0,0,0,0,,15,360,0,34,24.0,644,
3,Isaiah Bond,21,WR,10,2,2,9,0,9,4.5,0,0,0,0,,207,
4,Malachi Corley,23,WR,7,2,0,0,0,0,,11,267,0,33,24.3,369,
5,Gage Larvadain,23,WR,7,0,13,139,0,44,10.7,0,0,0,0,,164,
6,DeAndre Carter,32,WR,4,0,6,56,0,15,9.3,11,274,0,32,24.9,330,
7,Kaden Davis,27,WR,2,0,0,0,0,0,,1,28,0,28,28.0,28,
