ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Jacoby Brissett,33,QB,8,6,1-5-0,175,262,66.8,1887,11,4.2,3,1.1,90,47.2,50,7.2,7.53,10.8,235.9,97.0,40.0,24,187,8.39,5.94,6.24,0,0,
2,Kyler Murray,28,QB,5,5,2-3-0,110,161,68.3,962,6,3.7,3,1.9,50,44.1,45,6.0,5.88,8.7,192.4,88.6,44.8,16,111,9.04,4.81,4.72,0,0,
3,Kedon Slovis,24,QB,2,0,,1,2,50.0,-2,0,0.0,0,0.0,0,,,-1.0,-1.00,-2.0,-1.0,56.2,0.2,0,0,0.00,-1.00,-1.00,0,0,
