header_empty_0,header_fg1,header_fg2,header_fg3,header_fg4,header_fg5,block_auto_header_Scoring,header_kickoffs,ranker,name_display,age,pos,games,games_started,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_pct,xpa
1,Tyler Loop,24,K,11,0,0,0,7,7,7,7,7,7,3,1,24,22,52,91.7,28,27,96.4,62,3510,6,9.7,57,
