header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Tylan Wallace,26,WR,11,2,0,0,0,0,,5,123,0,33,24.6,168,
2,LaJohntay Wester,23,WR,11,0,12,173,0,35,14.4,4,111,0,32,27.8,284,
3,Justice Hill,28,RB,10,0,0,0,0,0,,7,188,0,30,26.9,450,
4,Rasheen Ali,24,RB,9,0,0,0,0,0,,21,535,0,43,25.5,555,
5,Keaton Mitchell,23,RB,7,0,0,0,0,0,,14,368,0,39,26.3,546,
