ranker,name_display,age,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
1,Mac Jones,27,QB,9,8,5-3-0,201,289,69.6,2151,13,4.5,6,2.1,107,53.4,56,7.4,7.41,10.7,239.0,97.4,64.6,16,108,5.25,6.70,6.67,1,2,
2,Brock Purdy,26,QB,4,4,3-1-0,90,131,68.7,979,8,6.1,7,5.3,56,56.7,45,7.5,6.29,10.9,244.8,88.6,65.3,3,29,2.24,7.09,5.93,1,1,
