header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Isaac Guerendo,25,RB,12,0,0,0,0,0,,5,100,0,25,20.0,100,
2,Skyy Moore,25,WR,12,0,18,185,0,27,10.3,24,679,0,98,28.3,929,
3,Brian Robinson Jr.,26,RB,12,0,0,0,0,0,,7,234,0,46,33.4,555,
