header_empty_0,header_fg1,header_fg2,header_fg3,header_fg4,header_fg5,block_auto_header_Scoring,header_kickoffs,ranker,name_display,age,pos,games,games_started,fga1,fgm1,fga2,fgm2,fga3,fgm3,fga4,fgm4,fga5,fgm5,fga,fgm,fg_long,fg_pct,xpa
1,Evan McPherson,26,K,11,0,0,0,3,3,4,4,7,7,6,3,20,17,63,85.0,25,25,100.0,53,3196,6,11.3,60,
2,Ryan Rehkow,27,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,26,0,0.0,26,
