header_empty_0,header_pr,header_kr,header_empty_3,ranker,name_display,age,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td
1,Tahj Brooks,23,RB,11,0,0,0,0,0,,5,127,0,31,25.4,155,
2,Charlie Jones,27,WR,11,0,11,108,0,23,9.8,36,926,1,98,25.7,1034,
3,Samaje Perine,30,RB,9,0,0,0,0,0,,15,381,0,38,25.4,609,
4,Gary Brightwell,26,RB,1,0,0,0,0,0,,1,24,0,24,24.0,24,
